epoch	batch	loss	loss_mae_val	loss_mae_avg	loss_mse_val	loss_mse_avg	target	output	lr
11	0	0.014250253327190876	1.0277825593948364	1.0277825593948364	1.7844579219818115	1.784458041191101	29.747005462646484	28.27428436279297	1e-05
11	10	0.014517131261527538	1.0320172309875488	1.3410207033157349	1.8178777694702148	3.176851749420166	14.111015319824219	16.367626190185547	1e-05
11	20	0.016551515087485313	1.086198091506958	1.3553506135940552	2.07262921333313	3.239191770553589	28.065582275390625	28.046537399291992	1e-05
11	30	0.0217828918248415	1.25179123878479	1.302551031112671	2.727717399597168	3.006681442260742	28.6678409576416	31.0703182220459	1e-05
11	40	0.04545168951153755	1.7646347284317017	1.292954444885254	5.691593170166016	2.97436785697937	31.40639877319336	30.048049926757812	1e-05
11	50	0.03069780208170414	1.3431780338287354	1.328830361366272	3.844069242477417	3.216444492340088	30.47139549255371	32.11896896362305	1e-05
11	60	0.011388235725462437	0.8761719465255737	1.3526242971420288	1.4260683059692383	3.3512654304504395	10.46898078918457	10.30887508392334	1e-05
11	70	0.019618360325694084	1.1681396961212158	1.3688702583312988	2.4566683769226074	3.370373487472534	22.885061264038086	19.243505477905273	1e-05
11	80	0.014319750480353832	1.0137665271759033	1.3614994287490845	1.7931607961654663	3.3256285190582275	28.087120056152344	30.1781063079834	1e-05
11	90	0.01664796657860279	1.0927685499191284	1.3642761707305908	2.084707498550415	3.3885586261749268	14.051002502441406	13.200722694396973	1e-05
11	100	0.0121625866740942	1.0128670930862427	1.3526757955551147	1.5230348110198975	3.328625202178955	31.301044464111328	32.3192253112793	1e-05
11	110	0.00980136264115572	0.903425395488739	1.3620420694351196	1.2273551225662231	3.3973183631896973	33.03740692138672	32.46205520629883	1e-05
11	120	0.035072438418865204	1.7320995330810547	1.3594951629638672	4.391873359680176	3.411790609359741	28.619224548339844	32.189781188964844	1e-05
11	130	0.01641368493437767	1.015092372894287	1.3627674579620361	2.0553696155548096	3.458279848098755	30.878814697265625	27.268104553222656	1e-05
11	140	0.014460304751992226	0.9891122579574585	1.3647822141647339	1.8107614517211914	3.4681670665740967	20.143936157226562	17.663864135742188	1e-05
11	150	0.03536713495850563	1.4443786144256592	1.3616156578063965	4.428775310516357	3.45080304145813	33.34254837036133	33.09964370727539	1e-05
11	160	0.02904530242085457	1.3290942907333374	1.3534138202667236	3.6371376514434814	3.4118845462799072	9.65475082397461	8.031744003295898	1e-05
11	170	0.04273385927081108	1.8186419010162354	1.3578399419784546	5.351258754730225	3.4132237434387207	16.725923538208008	20.954404830932617	1e-05
11	180	0.010740870609879494	0.886133074760437	1.3533282279968262	1.3450027704238892	3.370718002319336	26.706026077270508	26.040599822998047	1e-05
11	190	0.021179286763072014	1.2281643152236938	1.3499943017959595	2.652132272720337	3.353860855102539	33.79493713378906	31.839826583862305	1e-05
11	200	0.029903773218393326	1.3310539722442627	1.3448095321655273	3.7446372509002686	3.330202341079712	15.555014610290527	13.790206909179688	1e-05
11	210	0.0138316098600626	1.0500571727752686	1.3409539461135864	1.73203444480896	3.30302095413208	22.801048278808594	24.799293518066406	1e-05
11	220	0.01126655749976635	0.8766800761222839	1.3370380401611328	1.4108312129974365	3.2783799171447754	30.693756103515625	31.159141540527344	1e-05
11	230	0.040925282984972	1.7223303318023682	1.3391708135604858	5.124783039093018	3.2879719734191895	18.14883041381836	18.779407501220703	1e-05
11	240	0.021175909787416458	1.0980865955352783	1.3412961959838867	2.65170955657959	3.2947022914886475	18.815982818603516	17.04962921142578	1e-05
11	250	0.014804269187152386	1.1187114715576172	1.3427242040634155	1.853833794593811	3.306328535079956	28.270185470581055	29.606101989746094	1e-05
11	260	0.019565310329198837	1.3791391849517822	1.3371007442474365	2.4500250816345215	3.2706451416015625	28.471324920654297	26.363128662109375	1e-05
11	270	0.015485502779483795	1.065285086631775	1.3335177898406982	1.9391400814056396	3.2525699138641357	30.554685592651367	31.222503662109375	1e-05
11	280	0.016492053866386414	1.1289637088775635	1.3334280252456665	2.065183162689209	3.250859498977661	27.54330825805664	30.5755615234375	1e-05
11	290	0.015906918793916702	1.22958505153656	1.3340893983840942	1.991910696029663	3.2626607418060303	14.950666427612305	16.55921745300293	1e-05
11	300	0.028873056173324585	1.4216573238372803	1.3387552499771118	3.6155688762664795	3.2875654697418213	33.64759826660156	30.991809844970703	1e-05
11	310	0.015596019104123116	1.0542888641357422	1.3407764434814453	1.9529788494110107	3.2935304641723633	17.34511375427246	17.113849639892578	1e-05
11	320	0.012759615667164326	1.1042624711990356	1.3399238586425781	1.5977963209152222	3.286875009536743	5.394269943237305	7.1588287353515625	1e-05
11	330	0.03144850954413414	1.3471301794052124	1.3406343460083008	3.9380741119384766	3.2969696521759033	0.0331268310546875	-0.010984420776367188	1e-05
11	340	0.020169895142316818	1.193762183189392	1.3431200981140137	2.52573299407959	3.3026671409606934	24.71599006652832	25.557004928588867	1e-05
11	350	0.02300977148115635	1.192567229270935	1.3440625667572021	2.8813509941101074	3.3090479373931885	32.42413330078125	32.190040588378906	1e-05
11	360	0.03901321440935135	1.7676947116851807	1.343745231628418	4.885348320007324	3.3034143447875977	25.426332473754883	27.411855697631836	1e-05
11	370	0.035421598702669144	1.654749870300293	1.3470176458358765	4.435595989227295	3.319061040878296	27.928640365600586	28.976232528686523	1e-05
11	380	0.019871031865477562	1.2042804956436157	1.3469548225402832	2.4883084297180176	3.316819667816162	10.257122039794922	12.804230690002441	1e-05
11	390	0.05374220013618469	1.632352590560913	1.3478902578353882	6.729755401611328	3.3331215381622314	15.77143383026123	16.852563858032227	1e-05
11	400	0.016344092786312103	0.9864690899848938	1.343945860862732	2.0466549396514893	3.310866594314575	28.936124801635742	28.943115234375	1e-05
11	410	0.017454056069254875	1.2090189456939697	1.3423720598220825	2.18564772605896	3.301363229751587	31.107200622558594	28.566272735595703	1e-05
11	420	0.03803849220275879	1.4604876041412354	1.347219705581665	4.763289928436279	3.323521614074707	30.116943359375	30.447677612304688	1e-05
11	430	0.019539710134267807	1.2801787853240967	1.3448845148086548	2.44681978225708	3.3053901195526123	29.92168617248535	30.93158531188965	1e-05
11	440	0.035953618586063385	1.5972273349761963	1.3450098037719727	4.502217769622803	3.3050365447998047	27.412105560302734	28.326705932617188	1e-05
11	450	0.04078030586242676	1.7789195775985718	1.3457632064819336	5.106629371643066	3.304396390914917	18.57674789428711	19.93611717224121	1e-05
11	460	0.023200202733278275	1.3850834369659424	1.3491750955581665	2.9051971435546875	3.3162920475006104	23.078853607177734	25.742019653320312	1e-05
